review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
Finally they are making a jump out of their normal formula and it worked perfectly. The only con is the graphics but I really love the game.,"Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"For everyone complaining about the visuals and graphics apparently don't remember that this game is coming at one of the most critically low points for Pokemon Co and Gamefreak.If the game is too graphical and has no substance, they are torn for laziness in gameplay. If the game has tons of content, but no graphics - they are torn for laziness in graphical fidelity.This game's graphics are - enough - to make this a highly successful look into what could become another mainline adventure game in the series.If you take the core component out of the game, the Pokemon, this is still a very well upheld adventure game in its own right.This game has so many FIRSTS for the series, it's unreal.This is the first Pokemon game where I feel like bringing the whole concept of Pokemon - GOTTA CATCH EM ALL - really is the idea that drives this game forward. This is the first game where I feel that Pokemon are actually magical, beautiful, and dangerous creatures. ""Never run into the tall grass without a Pokemon to defend you"" - the mantra that is hounded at the intro of EVERY SINGLE GAME TO THIS POINT is actually felt. Being chased by a LIGHTNING CAT would be absolutely terrifying if you were alone. This game makes you actually feel like you are one of the first people to tame a wild, weird, and wonderful world filled realistically with Pokemon.In short - Pokemon never has, and never will be, the pinnacle of graphical innovation - what this game does and shows is that you can have a whole lot of fun with being a lean, mean, Pokeball and food throwing machine - with enough world and graphics to satisfy the itch for a long time to come.","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"A massive improvement and filled with quality of life features that make the game much quicker to pick up and enjoy.It has graphical glitches, nothing too game breaking, and while the graphics are rather passable, the gameplay and complete push for effort makes this game a very enjoyable experience. Recommend for the Pokémon fan who felt burned by Sword and Shield.","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"A refreshing and unique Pokémon game. Great mechanics, story and for the first time you want to complete the Pokedex. Has a certain level of complexity and would be great that they add Battles with friends.Best Pokémon game in my opinion.","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
Love this game! So many QoL features added. The more mature tone of the story. The tangible danger of the world. Gathering/crafting. Very curious what this game means for the future of the franchise. I'm very hopeful though.,"Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Muy por encima de mis expectativas, divertido y dinámico , una forma muy refrescante de jugar Pokémon .","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Most fun pokemon game i've ever played. Gameplay is amazing, adds a lot of features for different playstyles, which are enjoyable by everyone, and give more realistic feels for our creatures. Story and missions are simple but enjoyable even for adult public. Graphics should be given more effort in the future, but given the style of the art, it doesn't look too bad as one would think.Having playing around 60 hours, i highly recommend this.","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Pros:Lots of Pokemon, Faster and more fun catching, more to do than just battle, open world, exploring is more engaging than in previous titles, more personalization than other gamesConts:Graphics were obviously impacted by switch hardware or game is designed poorly in terms of efficiency, they removed abilities, story is sub par","Feb 2, 2022",9,4 of 6 users found this helpful,1 Review,1 Rating,0.0
"This is what long term Pokémon fans have been waiting for. To me, it’s hard to rate the game solely by its performance or quality. It’s more about the innovation and the effort, and what this will mean for the future of the franchise. The game on its own isn’t perfect, but I believe it’s everything it needed to be.","Feb 2, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Besides graphics and slow start everything else is great! Haven't played a game without realising 5h gone by for a while now, love the game loop.","Feb 2, 2022",9,3 of 5 users found this helpful,2 Reviews,2 Ratings,0.0
"The perfect Pokémon game we know we needed, with the only downside being its graphics. Excellent QoL improvements, animations and combat system. Exploring Hisui is one of the best activities ever found in videogames","Feb 3, 2022",9,3 of 7 users found this helpful,1 Review,1 Rating,0.0
Very fun and enjoyable game.Solid game loop.My only gripe is the blackscreens when a character does something and we just see a black screen with a sound effect .,"Feb 3, 2022",9,3 of 6 users found this helpful,1 Review,1 Rating,0.0
Addicting. 9/10 because of poor graphic and missing voice acting. Dialogues are a lil bit childish but this is pokemon game soo... I thought I will be bored with all that catching stuff nad many tasks in pokedex but it's extremely addicting. The best pokemon game on switch.,"Feb 3, 2022",9,3 of 6 users found this helpful,1 Review,1 Rating,0.0
Just amazing. Gamefreak has finally started to modernize the pokemon formula and it's incredible. Haven't had more fun with a game in a couple of years.,"Feb 3, 2022",9,3 of 7 users found this helpful,1 Review,1 Rating,0.0
"This game is not a 10, maybe not even a 9 but I feel the need to overrate it because all the hate I'm seeing. It's a great game and most important, it's a great Pokemon game which honestly I haven't seen in a long while. It's definitely worth my time and I'm enjoying every second of it. I'm even completing the Pokedex without following the main story because I don't want it to end.100% recommend","Feb 4, 2022",9,5 of 6 users found this helpful,1 Review,1 Rating,0.0
"Une expérience nouvelle, addictive même si les graphismes laissent à désirer","Feb 4, 2022",9,4 of 6 users found this helpful,1 Review,1 Rating,0.0
"Best Pokémon I've ever played, but why is there still no audio for the cut scenes?","Feb 4, 2022",9,4 of 5 users found this helpful,1 Review,1 Rating,0.0
What a breath of fresh air for a franchise that felt like it was drowning. I hope GameFreak goes forward with a full head of steam with this new gameplay. The story itself is also a lot more competent and enjoyable than Sword & Shield’s. I really hope Gen 9 is similar to this with more emphasis on graphical fidelity and interacting with your Pokémon.,"Feb 5, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
"I have been playing Pokemon since the gold and silver days. Even though I have always been a hardcore fan, i was slowly losing interest in the series due to the never changing nature of the games in the past 20 years. And behold, Gamefreak finally decides to step into unknown territories. I agree, the graphics are something that definitely look like they still belong to the previous decade, but i feel that they have more than made up for it with the gameplay. I hope this sets the milestone for all future pokemon games to come.","Feb 6, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
"Unique and great approach to an old classic Pokémon. There’s a nice balance between fresh and new game mechanics combined with familiar themes.Great to see that there isn’t an strong emphasis on fighting but more on catching and exploring which feels more in tune with the theme of Pokémon.A mix between breath of wild, monster hunter and Pokémon.","Feb 6, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
It wouldn't be a fair review if i just gave this game a perfect 10/10 because it does have it's faults but in all honesty even with those faults this is still a pretty amazing game in its own right and I hope for the future of this series they keep this style of gameplay. This is the first game since BW2 where I've actually enjoyed playing it all the way through despite its issues so that's why I gave it a 9/10.,"Feb 6, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
"FINALLY A FUN POKÉMON GAME! After years of stale games, Pokémon finally changed their formula, and for the better. The concept may not sound too interesting at first, but building your own team has never been this fun. I’d even go as far as saying that the game gets better and better as you progress. Zones get bigger, Pokémon get smarter, and you can finally assemble the team with the Pokémon you want. I’ve always wanted an alakazam in my team and was limited by the outdated trade mechanic, but now I can finally use one! How refreshing. This game would be a 10/10 if it wasn’t for the graphics. I am especially disspointed by a certain aquatic zone that looks completely hideous and that I rushed through to get to the next zone. Luckily, the zone following was way better looking and fun. I also don’t like the water mechanic very much. I think it’s way less fun to go catch Pokémon in the water than on land. The story is ok, nothing special but it’s not necessarily bad. No voice acting also kinda makes you cringe along the weird animations during the cutscenes. Some lag here and there but nothing that will alter the gameplay. The difficulty of the game is quite easy, (if sword and shield were a 1 and dark souls were a 10 this would be a 2 or 3) but you can also choose to fight Pokémon that are much stronger than your team and try to catch them, which adds optional difficulty. Overall, amazing game, mediocre graphics considering BOTW had a similar style and looked miles better despite coming out 5 years prior. This is a game where gameplay is everything and the rest is pretty much just there to be functional.","Feb 6, 2022",9,3 of 4 users found this helpful,2 Reviews,2 Ratings,0.0
Great game! Was really into pokemon during the Gameboy and GB advanced but grew out of the franchise until sword and shield which was ok ish but left me thinking I was done with these games. Decided to take a chance on this new one anyways and I'm having a blast and it's complete rejuvenated my interestes in the series going forward,"Feb 6, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
Pokémon Legends: Arceus is about 8/10 of the way to being a perfect Pokémon game. It's certainly not the most amazing game to look at. But the gameplay is fun enough to make up for the lack of graphical fidelity.It's a great addition to the franchise and I hope they continue to build on this concept.,"Feb 6, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Only thing keeping it from a 10 is graphics. Still do not understand how some things made into final cut (Pokemon just going up a tree randomly, the outline of your character during some backgrounds, distance renderings, etc). HOWEVER this is the most fun I have had with a pokemon game in years. BDSP shouldve been this. Great story and characters. I do not see how we go bacto tradutional pokemon games after this. Gen 9 and BW remakes have a high bar to pass. I do hope GF gets outside help with graphics.","Feb 6, 2022",9,3 of 5 users found this helpful,1 Review,1 Rating,0.0
"Best Pokemon game ever made. Game does a lot of things well, however there are a few small problems, The graphics and not enough sex.","Feb 7, 2022",9,3 of 4 users found this helpful,1 Review,1 Rating,0.0
PALI_CRITIC: 92/100List of my favourite games: #5Best Pokemon game of all time!,"Feb 8, 2022",9,3 of 5 users found this helpful,6 Reviews,6 Ratings,9.3
"Cos'è leggende Arceus se non un titolo bello perchè piace, ho trascorso ad Hisui ben 55 ore che personalmente rivivrei da capo, comparto audio fenomenale, animazioni e character design godibili in un mondo che, per quanto spoglio, va bene così per quello che si è posto. A non essere apprezzate le sezioni coi geni, le morti a caso causate da Braviary e specialmente l'introduzione che può risultare scomoda e noiosa per chi già ha intuito le meccaniche","Feb 8, 2022",9,2 of 3 users found this helpful,2 Reviews,2 Ratings,0.0
A fun new adventure with Pokemon. Worth a play. Buttons are easy to remember.,"Feb 9, 2022",9,2 of 3 users found this helpful,1 Review,1 Rating,0.0
"Definitely one of my favorite Pokémon games. The new battle mechanics are a breath of fresh air and has a sense of similarity to the old battle mechanics, the world a big with lots of different Pokémon to find in certain parts of the region. The visuals are lacking, but the performance on the switch makes up for this and the story is great.","Feb 11, 2022",9,1 of 3 users found this helpful,1 Review,1 Rating,0.0
"Honestly, I was really skeptical when I saw the leaks about ""catching multiple Pokémon to complete Pokédex pages"" but when I actually played the game it was very natural. I truly enjoyed playing this title like I haven't with the franchise for years. This is super fun.The graphics are still wonky but in my opinion it doesn't significantly hinder my experience and it's even meme-able at some point. It's a refreshing game!","Feb 16, 2022",9,0 of 0 users found this helpful,2 Reviews,2 Ratings,0.0
"Siendo alguien que abandono la franquicia en la 5ta generación (una de las mejores de todas) decir que poder volver a disfrutar un pokemon no es poca cosa para mi.Este es el camino que tal vez pokemon tuvo que haber seguido hace tiempo, un mundo abierto donde realmente podes sentirte en conexión con los pokemon e interactuar mas directamente con ellos mas allá de solo los combates, con una mecánicas muy simples pero bien implementadas que van de maravilla con lo que es la franquicia, aun siendo un spin off y no de la saga principal.Tiene fallas obviamente, el motor grafico es un insulto para los estándares actuales y a lo que la (comprobado con juegos como Zelda BOTW o Luigi Mansion 3) consola puede ofrecer, lo que lo hubiera vuelto mucho mas envolvente en lo visual en la experiencia, pero que tampoco interrumpe la fluidez del juego. La historia es otro punto que flaquea ,mas que todo hacia el final terminando de manera un poco abrupta sin darle casi nada de relevancia al pokemon con el nombre en el juego enfocándose mas al postgame, aunque sin dejar de ser lo suficientemente interesante como para seguir queriendo avanzar.Un titulo que falla bastante pero que tiene muchísimo para mejorar y ofrecer si se lo trabaja como se debe, el cual Company puede explotar sin que afecte a la saga principal siendo Arceus un spin off que puede derivar en muchas entregas mas de este tipo, volviéndolo una saga. Yo espero que lo sea.Se da un punto de confianza para que se siga por este camino y cambio que la franquicia necesitaba.","Feb 17, 2022",9,0 of 1 users found this helpful,11 Reviews,11 Ratings,8.7
"The game design is brilliant. It's probably the most fun I ever had playing through the game. The fast pace batlle and catch mechanics are the things the hold the idea together. If they were slow, it would be incredibly boring to complete the pokedex, but is quite enjoyable when you can't catch and battle in a matter of seconds, with no intro or unnecessary dialogue.For me, the fact that the game is not truly open world is not a negative. It would be nice to fly over all the regions? Yes. But it did't seem necessary.Completing the pokedex being the main goal of the game its great. I tried to play the game without looking for tips and managed to catch every regular mon -- minus Spiritomb and evolving some of them (more on this later). The thrill when I found Cleffa, Grotle and Munchlax -- 3 of the last 4 needed -- was one of the best in 30 years of playing videogames. I think 237 (or 242) is a decent number of pokemon to have in the game. The max they could have gone, I believe, is 300. More than that, would be a slog to get to Arceus.The last one I need was Cherubi, which I imagined that would be in one of the trees where you can find Cherrim (which I found two while going through the first part), but I delayed because it's kind boring going back to the village over and over again.The one negative thing I have to say about the pokedex/arceus mechanic is that is stupid to lock Arceus behind some mechanics that are almost impossible to find on your own. I killed the Overkqwil the game gives, so that's on me, but I would never find that you need to use the same mechanic 20x times. The same goes do Wyrdeer -- I'm not sure if you cand find it on the wild.But Ursaluna is the worst one. I tried every item, so by discarding the ones you use on other pokemon, I imagined you needed the peat block. But, for me, is insane you need to evolve during a full moon, which is quite rare. It's insane because 99% of players will need to check guides for it, which is bad. It's also impossible to find Manaphy if you don't have Diamond and Pearl, which I don't, but as it is not necessary to get to Arceus, it's ok.The Spiritomb mechanic, for me, it's ok. There is not a particular impossible wisp to find and, while doing the other stuff, I managed to find 93 out of 108. As I had done everything else and was clocking 70 hours, I decided to check a guide to get to Arceus. But, if you dedicate time to seach for them while doing other stuff, as I said, it's not bad.The research mechanic is good. While it gets boring by the end, the game makes you cycle your team and train almost every pokemon, which is a first for me in the franchise (usually plan my team ahead and use 6 to 9 max). And you can get to a 10 research level really fast with almost all of them. The few you don't, it's actually a nice challenge, because they are rarer pokemon and you need to make the most of every encounter you have.I'm not going through the mass outbreaks and distortions, but they are a nice change of pace and are very helpful to completing your dex.The bosses are major win. Simply battling a high level pokemon it's ok -- the Alpha mechanic makes some battles really tough --, but introducing a different approach made the game really fresh for me, and the battles were really tough and satisfying after I managed to get through. Palkia was a great boss battle and the one traditional trainer vs trainer you get in the end game was really nice. I understand that some people may wanted more trainer battles, but It didn't seem necessary for me.But, the best new thing is, easily, the riding mechanic. Switching Wyrdeer, basculegion and braviary is great. It's a very smooth experience and may very well be the best movement mechanic in video game history, not exaggerating. Being that good, the game never feels empty (I played almost all the praised triple A open world games and, even though there is much more on the screen, they usually have more boring parts). You never need to spend more than 10 seconds to get from pokemon A to B, which is great.","Feb 17, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"Più vicino al 9 che all’8, perché la grafica è ben lontana da qualsiasi sufficienza, ma da appassionato sempre più distaccato questo gioco davvero mi ha lasciato immergere, desiderare di finire il pokedex e le quest secondarie, in maniera sincera. Gameplay davvero coinvolgente che riesce a scavalcare gli enormi e ovvi problemi tecnici. Speriamo in un futuro per questa serie e una collaborazione con studi esterni per colmare queste lacune","Feb 17, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"The game is a breath of fresh air into the overdone Pokémon formula. The new way of completing the Pokédex make the process more interesting, compared to catching and forgetting about the Pokémon. The graphics are a down side and need a lot of improvement. In my opinion graphics are less important when compared to gameplay. The part I don't like is the overuse of voiceless dialogue. The story is interesting compared to previous entries but is over run with boring dialogue. Overall the game is an excellent step that Pokémon has needed for a long time.","Feb 18, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
The breath of fresh air this franchise always needed! Cannot wait to see more pokemon games using this same formula! Good job Game Freak!,"Feb 18, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"Los gráficos son un poco malos pero la jugabilidad me ha parecido genial, un buen juego","Feb 27, 2022",9,0 of 0 users found this helpful,1 Review,2 Ratings,0.0
"I’m 35 and the Pokémon series has been a disappointment to me since 2000. I looked at gameplay videos and decided that it doesn’t look good enough to try. My brother said it was a must play Pokémon game because it’s all we’ve been waiting for since 1997. I told him I would wait and get the next one. He actually bought it for me and I haven’t stopped playing. The first day I played I stayed up till 4am I haven’t done that in years. This game is legit. It’s the real deal! Super fun. If you’re in your 30’s and you used to like Pokémon and you have been disappointed with the series, I recommend this game. POKÉMON IS BACK BABY!","Feb 20, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"El juego en si es muy bueno, en mecanicas y en diferentes aspectos. puedes durar horas y horas jugandolo y ni te das cuentas es muy entretenido. el unico problemas es su apartado grafico que parece videojuego del gamecube","Feb 23, 2022",9,0 of 1 users found this helpful,4 Reviews,8 Ratings,9.0
"definitely best pokémon game i’ve played in a loooooong time, spent 80 hours + on it to finish the game","Feb 20, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
Big fan of Pokemon since i was a kid and the games that nintendo makes is truly awesome RPG IS STYLE and I have to say I was kind of effy on this one but after playing it and finishing it up its one of many of the best. Truly everything they did right and I cannot wait to reset my character again and so it all over again 9/10 the reason I gave it 9/10 is because pokemon gold and silver will always be my favorite.,"Feb 20, 2022",9,0 of 1 users found this helpful,2 Reviews,2 Ratings,0.0
"as of writing this i have put over 50 hours into this game, finishing the main story, catching tons of pokemon and doing as many side quests i can and i must say i've nit been addicted to a game like this since i first played spider-man for the ps4. Legends arcues is in fact the definitive pokemon experience. As of recent the pokemon franchise has become very stale in it's games with so many half baked games, removal of fan favourite mechanics and some barely decent graphics. Arcues, while not the craziest game graphically legends is gonna save pokemon from further mediocrity. story is fun and quite interesting, while not mind blowing it will have genuine moments of surprise, excitement, sadness and fun. while some characters are quite stale the ones of any importance feel very genuine. game play is spectacular. this is the game (gamepley wise) is what we've wanted pokemon to become since we all played our first games. catching pokemon in the wild is extremely rewarding. Battles are fun with agile style and string style being a fun integration and something i wish would become apart of the mainline series as i found it to genuinely change up the fights, with getting more chances to attack after another exhilarating and your opponent attacking multiple times is while enraging you know most time it's something you could have avoided with the right tactics. The graphics are pretty good. All round the world is fun and nice however a clash of artistic stylisation and over all world building causes things to become flat and lesser than intended. the glitches too, while i've only experienced one i fell that mentioning of glitches is needed in this review as some have reported man glitches being a common occurrence for them and so all who read this should be cautious of such. Legends arceus is the direction pokemon is heading. While it isn't the main series of games, im hopeful that aspects of this game go into the main games and i'm excited to see more regions in the past, my most anticipated being a legends game set in Kalos, Galar and Unova would be the most incredible ones to play in my opinion. if you want this game, get it. if you ever want to get into pokemon or come back to it. Buy this game. while there is issues, to me in no way do these affect the overall grand experience too much other than when i get stuck in the water once lol","Feb 21, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"yo no juego por los gráficos, los video juegos son para entretener, los que solo critican los gráficos nunca entendieron los video juegos. Pokémon Legends Arceus es un juego muuy entretenido, y si, tiene carencias en el aspecto gráfico (más tratandose de un conglomerado como the pokemon company), e inclusive hasta narrativo (pero hay que recordar que no es el fuerte de pokemon). Pero a cambio nos dieron un juego super divertido, donde te pasas horas capturando pokemons sintiendo y reviviendo sensaciones e ilusiones de cuando eras un pibe (niño pequeño). Y si...pokémon legendas arceus se alimenta de nostalgia y porque tiene el TM Pokemon y su mundo por detrás. Dejen de tirar odio y disfruten. Los video juegos son para todos.","Feb 21, 2022",9,0 of 1 users found this helpful,2 Reviews,2 Ratings,0.0
"Breathe of fresh air. The gameplay is top notch and engaging, although there should have been a hard mode. 60fps would have made the experience way better as well","Feb 21, 2022",9,0 of 1 users found this helpful,3 Reviews,3 Ratings,0.0
It's just so fun to run around and catch Pokémon and discover different Pokémon in different regions The macanics work great And tough the frame rate isn't always the best if a Pokémon is far away the game looks great overall (accept in some of the cut scenes),"Feb 22, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"Probably one of the most refreshing games GameFreak has done in a long time. It's indulging and the gameplay is absolutely amazing.most of the characters are very rememberable, especially the clan leaders. A lot of people complain about the graphics but to be honest the only graphics that really look bad is the environment, besides that it looks amazing! The character models are really well done and the Pokemon look very alive.","Feb 23, 2022",9,0 of 1 users found this helpful,3 Reviews,3 Ratings,0.0
"Partir diciendo que el juego lo he encontrado espectacular, un cambio radical en la saga. Las mecánicas de juego están bien logradas y es la primera vez que uno realmente se siente inmerso en el mundo pokemon. Si creo que hay ciertas cosas que mejorar, como una historia principal más larga y más robusta, mayor cantidad de pokemons disponibles. Para ser una primera entrega en este formato tan distinto a lo anterior realizado por Gamefreak se entienden las faltas graficas, para una segunda entrega los fans serán menos complacientes.","Feb 24, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"Just Amazing, loved the lore and new catch system. Graphic quality doesn't matter in a game like this and it stays at 30 fps stable.","Feb 24, 2022",9,0 of 1 users found this helpful,1 Review,1 Rating,0.0
"Mejor juego de la historia de la franquicia, sin embargo con mucho margen de mejora para la proxima entrega, si eres fan de pokemon 100% recomendable","Feb 25, 2022",9,0 of 1 users found this helpful,3 Reviews,3 Ratings,0.0
Very addictive game I can’t stop finishing the researches of Pokémon. If you liked catching new Pokémon more than battling in the main series you will love this game. Side missions where simple sometimes that’s the only bad side of the game.,"Feb 27, 2022",9,0 of 0 users found this helpful,3 Reviews,3 Ratings,0.0
"Very good game. Pokemon Legends: Arceus is like, a step forwards from Pokemon Sword and Shield. You can explore a little more freely, and the graphics look slightly better. And that step they took seems very successful for them. I haven't finished the game (like 14 hours in), but it looks very promising.","Feb 28, 2022",9,0 of 0 users found this helpful,5 Reviews,8 Ratings,8.7
"Loving this game. I’m about 8 and a half hours in. Not going to give any spoilers but the game does get funner and you’re able to travel more and faster as you play. I was really considering trading/selling this game after my first two hours. The reason for an 8 and not a perfect score is simply due to the unnecessary dialogue in the game which gets very annoying as you’re just trying to go out there to explore and catch/level up your Pokémon. I understand it’s part of the story, but they could have limited all the text saving me from mashing the a/b button and skimming through it. I’m not trying to sit there for an hour reading through what the NPC has to say for a certain quest. It would have been better if there was some sort of voice acting which would actually bring interest in the story. Aside from this, game is really fun and rewarding just like older Pokémon games. Love the battling as it adds a bit more strategy now with agile/strong moves. Catching Pokémon is also quite fun and provides some sort of achievement in catching the same Pokémon more than once. Could have been a perfect game. It’s still the best Pokémon game released on the Switch.","Feb 26, 2022",8,1 of 1 users found this helpful,14 Reviews,15 Ratings,6.1
"I'm really conflicted on this game. It has a lot of negatives to it - missing Pokémon held back for DLC, meaningless characters, dull story, absolutely abysmal graphics when docked and played on a TV. These are all issues that'd kill on the spot 99% of games, and yet... I absolutely love Pokémon Legends: Arceus. I'm just unsure as to whether it's for objective reasons, or extremely subjective ones.So yes, while all the above negatives are true, the gameplay loop of real time catching of Pokémon a la the 'Let's Go' series, combined with battling and a moderately increased difficulty level, improving on elements introduced in Sword and Shield, makes the actual moment to moment experience extremely satisfying. As a Pokémon fan, this is what I've been waiting for since I first played Blue in the 90s. But that's where the subjectivity comes in, because I think I'd be much more critical if I'd never heard of Pokémon and went into this game 'fresh'.Game Freak deserve praise for taking chances and moving the franchise in an exciting new direction, but it really needs to be stressed just how bad this game actually looks. I'm all for gameplay over visuals, but there's a line in the sand where it just comes across as downright lazy from the developers. There's no excuse for the terrible textures that would make a Gamecube title blush - one particular scene at a volcano is almost vomit inducing in how choppy the textures are. This isn't an indie studio; this is a multi-million dollar franchise that can and should be doing better, even with the Switch's hardware taken into consideration.Other aspects of the game, such as the invincibility frame 'dodge and roll', Dark Souls Lite boss battles and the tacked on crafting system, there simply to give more purpose to the 'open world' (inverted commas much needed here, as it's not really an open world as such) are so-so - not offensively bad or fantastically brilliant - and represent an opportunity to move the series forward more in the future. I missed the gym battle system as well to be honest, and hope that makes a return in future games.Flaws aside, this is the best/freshest Pokémon title since probably Platinum, 14 years ago. It can be markedly improved (honestly, I don't remember the name of a single character and I finished playing half an hour ago; truly awful) but the strength of its' gameplay loop is enough to give it a hearty recommendation and definitely enough to get me excited about future games in the franchise.","Feb 14, 2022",8,0 of 0 users found this helpful,164 Reviews,165 Ratings,6.1
"Complete reinvent of the Pokémon formula, a much needed breath of fresh air. Mechanics are smooth and fun, Pokémon feel more alive than ever, but graphics are human character animations need work. Solid 8/10.","Feb 1, 2022",8,5 of 6 users found this helpful,2 Reviews,2 Ratings,0.0
"For me, Pokemon was on a decline the last few entries.A decline not because it actually got worse, but because after all these years you'd think they could improve these games so much more.Arceus is ALMOST exactly the big improvement I was always hoping for.Only ""almost"" because on a technical standpoint this game is - as always - rather disappointing.I think we all know that gameplay is the most important thing and Arceus does deliver on that front, but I can't lie: I often wonder how much better these games could be if they wouldn't be held back by Nintendo Hardware.","Feb 6, 2022",8,3 of 4 users found this helpful,4 Reviews,10 Ratings,9.1
"Pokémon Legends: ArceusToo Much StoryI love pokemon legends, the idea of an open world pokemon game where you explore areas, hide in tall grass and catch pokemon or battle them real time is more than I could have ever hoped for in a pokemon game, but let me tell you, the story just gets in the way.. Ask me what happens, I couldn’t tell you… painstakingly boring and just in the way, essentially you fall from the sky, theres a giant rift that you have to close, some pokemon are going crazy, you gotta fix it and of course fill the pokedex… and now were talking, now were at the good part, catching them all, Pokemon legends takes a little over 24 hours to roll credits, however thre are still about 2 to 4 hours post credits of gathering all the legendaries for the true ending so don’t think youre done!essentially you go into an open area, there are pokemon to catch and gather info on by battling, this fills up your pokedex and of course makes your party stronger as you go through the story.. and ther is incentive to actually seeking new pokeomon out and ctaching them with your hand crafted pokeballs, that’s right theres a super simple crafting mechanic here, youl lgather materials as you explore and earn them after battles, you use these materials to craft potions and pokeballs, unlocking new recipes as you fill the pokedex, its so addicting building your roster up, only for the boring story to get in the way, I was skipping through everything I honestly couldn’t care less what was going on, didn’t care to do any side missions.. nothing made me care about anything other than going out and catching them all.. and I really wish this was more of the focus, just let me go explore at my own pace, have crazy hiding spot for rare pokemon, that’s what I want, not lame bioms and checking bak in at the villiage.. but its fine, I still had fun despite the game contstantly throwing speed bumps at me.. and that’s ultimately my biggest complaint, I felt like I was on a chain the whole time compared to the freedom I feel from a mainline pokemon game.. and also, battles… there are rarely any pokemon battles with others in this world, which is probably explained in the boring story I didn’t care about, but still a let down, Im building up a team for what? Just to catch pokemon? But at the end of each story chunk there is a boss battle as well and these are awful you just throw bags of sand at them and dodge their attacks… super repetitive, I would’ve rather just had a straight up pokebattle…Pokemon legend has a lot going against it, the lame boss battles, the lack of trainer battles, and the god awful story dragging down the pacing of this game… but you better believed I loved the moments I was set free to hunt and catch, there are secrets to uncover, the battling system is fun, you even keep all of your moves your pokemon learn and can switch them out anytime youd like which I love.. allowing you to really play around with move sets or prepare for certain battles..I would love to see this series take off.I give Pokémon Legends: Arceusa 7.5/10","Feb 22, 2022",8,0 of 1 users found this helpful,1779 Reviews,1779 Ratings,6.9
ottimo titolo gamefreak ha intrapreso la strada giusta ha ancora evidenti lacune tecniche ma il gameplay prende molto e diverte speriamo sia un nuovo buon inizio per il brandGrafica 6Sonoro 8Trama 7.5Giocabilità 8.5Longevità 8.5,"Feb 4, 2022",8,2 of 3 users found this helpful,9 Reviews,52 Ratings,8.2
"takes about an hour or 2 to get into, after that its very fun. i cant put the game down sometimes. probably the best pokemon game ever","Jan 30, 2022",8,5 of 33 users found this helpful,18 Reviews,20 Ratings,7.0
